ObjectID,AphiaID,RACEcode,FRAMcode,SWFSCcode,Kingdom,Phylum,Subphylum,Class,Subclass,Order,Family,Genus,Species,AUV_OTU,common_name,common_name_authority,AUV_nickname,morpho_type_descriptor,also_called_historically_3,12RB_button,Group1,Group2,Activation_date,Deactivation_date
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Plexauridae,Swiftia,torreyi,,,,,,,,,,,
,,41570,,805,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Plexauridae,Swiftia,,,Sea fan,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Plexauridae,Thesea,sp. B,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Plexauridae,Thesea,variablis,,,,,,,,,,,
,,41584,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Plexauridae,,,,Unknown Plexuridae,,,,,,,,,
,,,,719,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Plexuridae,Muricea,californica,,,,,,CA Golden Coral,,,,,
,,,,719,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Plexuridae,Muricea,fruticosa,,,,,,Brown Gorgonian,,,,,
,,41601,141601,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Callogorgia,kinoshitae,,Golden coral,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Calyptrophora,,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Narella,alaskensis,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Narella,bowersi,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Narella,,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Parastenella,doederleini,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Parastenella,gymnogaster,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Parastenella,pacifica,,,,,,,,,,,
,,,,807,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Parastenella,ramosa,,,,,,,,,,,
,,41605,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Parastenella,,,White fan primnoid,,,,,,,,,
,,,,806,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Plumarella,longispina,,Sea fan,,,,,,,,,
,,44083,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Plumarella,,,,,,,,,,,,
,,41521,,753,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Primnoa,pacifica,,,,,,,,,,,
,,41520,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Primnoa,,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,Thouarella,,,,,,,,,,,,
,,41519,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Primnoidae,,,,Unidentified primnoid,,Unknown primnoid,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Victorgorgiidae,Victorgorgia,argentea,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Alcyonacea,Xeniidae,Anthelia,,,,,,,,,,,,
,,42020,,802,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Anthoptilidae,Anthoptilum,grandiflorum,,Feather-boa sea pen,,,,,Anthoptilum grandiflorum,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Anthoptilidae,Anthoptilum,lithophilum,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Anthoptilidae,Anthoptilum,,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Funiculinidae,Funiculina,armata,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Funiculinidae,Funiculina,parkeri,,,,,,,,,,,
,,,142085,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Funiculinidae,Funiculina,quadrangularis,,,,,,,,,,,
,,,,742,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Funiculinidae,Funiculina,,,Unknown sea pen,,,,,Funiculina spp.,,,,
,,42013,,809,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Halipteridae,Halipteris,californica,,,,,,,,,,,
,,42012,,502,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Halipteridae,Halipteris,willemoesi,,,,,,,,,,,
,,42008,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Halipteridae,Halipteris,,,giant sea whip,,,,,Halipteris spp.,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Kophobelemnidae,,,,,,,,,,,,,
,,42018,142019,814,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Pennatulidae,Pennatula,phosphorea,,Phosphorescent sea pen,,,,,Pennatula phosphorea,,,,
,,42017,,255,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Pennatulidae,Ptilosarcus,gurneyi,,Fleshy seapen,,,,,,,,,
,,,142025,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Protoptilidae,Distichoptilum,gracile,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Protoptilidae,Distichoptilum,rigidum,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Protoptilidae,Distichoptilum,,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Scleroptilidae,Scleroptilum,,,,,,,,,,,,
,,,142055,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Stachyptilidae,Stachyptilum,superbum,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Umbellulidae,Umbellula,huxleyi,,,,,,,,,,,
,,42014,,512,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Umbellulidae,Umbellula,lindahli,,Flower sea pen,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Umbellulidae,Umbellula,magniflora,,,,,,,,,,,
,,42015,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Umbellulidae,Umbellula,,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Virgulariidae,Acanthoptilum,album,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Virgulariidae,Acanthoptilum,annulatum,,,,,,,,,,,
,,,142061,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Virgulariidae,Acanthoptilum,gracile,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Virgulariidae,Acanthoptilum,scalpellifolium,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Virgulariidae,Acanthoptilum,,,,,,,,,,,,
,,42002,,502,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Virgulariidae,Stylatula,elongata,,,,,,,,,,,
,,42005,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Virgulariidae,Stylatula,gracilis,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Virgulariidae,Stylatula,,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Virgulariidae,Virgularia,agassizi,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Virgulariidae,Virgularia,bromleyi,,,,,,,,,,,
,,42001,,813,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Virgulariidae,Virgularia,,,,,,,,,,,,
,,42018,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,Pennatulidae,,,,Deep-sea sea pen,,,,,Pennatula spp.,,,,
,,42000,,825,Animalia,Cnidaria,,Anthozoa,Octocorallia,Pennatulacea,,,,,Unknown sea pen,,Unknown sea pen,,,,,,,
,,41099,,,Animalia,Cnidaria,,Anthozoa,Octocorallia,,,,,,Unknown soft coral,,Unknown soft coral,,,,,,,
,,41000,,,Animalia,Cnidaria,,Anthozoa,,,,,,,Dead Coral,,Dead Anthozoa,,,,,,,
,,41000,,,Animalia,Cnidaria,,Anthozoa,,,,,,,Unknown coral,,Anthozoa,,,,,,,
,,44079,,,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,Anthoathecata,Stylasteridae,Errinopora,pourtalesii,,,,,,,,,,,
,,,,,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,Anthoathecata,Stylasteridae,Stylantheca,papillosa,,,,,,,,,,,
,,,244048,705/620,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,Anthoathecata,Stylasteridae,Stylaster,californicus,,Stylaster hydrocoral,,,,,,,,,
,,44049,,752,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,Anthoathecata,Stylasteridae,Stylaster,parageus,,,,,,,,,,,
,,44047,,,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,Anthoathecata,Stylasteridae,Stylaster,venustus,,,,,,,,,,,
,,44031,,,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,Anthoathecata,Stylasteridae,Stylaster,verrillii,,,,,,,,,,,
,,44030,,615/824,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,Anthoathecata,Stylasteridae,Stylaster,,,Unidentified hydrocoral,,,,,,,,,
,,44028,,,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,Anthoathecata,Stylasteridae,,,,,,,,,,,,,
,,95000,,737,Animalia,,,Bryozoa,,,,,,,bryozoan UNID,,,,,,,,,
,,99990,,720,Animalia,,,,,,,,,,,,INVERT UNID,,,INVERT UNID,,,,
,,43000,,830,Animalia,Cnidaria,,Anthozoa,Hexocorallia,Actinaria,,,,,,,anemone UNID,,,anemone UNID,,,,
,,43021,,16,Animalia,Cnidaria,,Anthozoa,Hexocorallia,,,Metridium,farcimen,,,,,,,Metridium farcimen,,,,
,,43005,,,Animalia,Cnidaria,,Anthozoa,Hexocorallia,,,Actinernus,,,,,lava anemone,,,lava anemone,,,,
,,43090,,260,Animalia,Cnidaria,,Anthozoa,Hexocorallia,,,Liponema,brevicornis,,,,pom pom anemone,,,Liponema brevicornis,,,,
,,43040,,,Animalia,Cnidaria,,Anthozoa,Hexocorallia,,,Urticina,,,,,,,,Urticina spp.,,,,
,,43200,,504,Animalia,Cnidaria,,Anthozoa,Hexocorallia,,Hormathiidae,,,,,,flytrap anemone,,,flytrap anemone,,,,
,,43200,,,Animalia,Cnidaria,,Anthozoa,Hexocorallia,,Hormathiidae,,,,,,,,,Hormathiidae,,,,
,,,,,Animalia,Cnidaria,,Anthozoa,Hexocorallia,,,,,,,,Tube anenome,,,Tube anenome,,,,
,,43009,,,Animalia,Cnidaria,,Anthozoa,Hexocorallia,,,Corallimorphus,,,,,club-tipped anemone,,,club-tipped anemone,,,,
,,78010,,101,Animalia,Mollusca,,Cephalopoda,Coleoidea,Octopoda,,,,,,,octopod UNID,,,octopod UNID,,,,
,,78403,,31,Animalia,Mollusca,,Cephalopoda,Coleoidea,Octopoda,,Enteroctopus,dofleini,,,,Giant Pacific Octopus,,,Giant Pacific Octopus,,,,
,,78210,,,Animalia,Mollusca,,Cephalopoda,Coleoidea,Octopoda,,Octopus,californicus,,,,CA octopus,,,CA octopus,,,,
,,,,,Animalia,Mollusca,,Cephalopoda,Coleoidea,Octopoda,,,,,,,Granelodone/Benthoctopus,,,Granelodone/Benthoctopus,,,,
,,79000,,503/735,Animalia,Mollusca,,Cephalopoda,,,,,,,,,squid UNID,,,squid UNID,,,,
,,79120,,,Animalia,Mollusca,,Cephalopoda,Coleoidea,Teuthida,Loliginidae,Loligo,opalescens,,,,,,,Loligo opalescens,,,,
,,78301,,,Animalia,Mollusca,,Cephalopoda,Coleoidea,Octopoda,Opisthoteuthidae,Opisthoteuthis ,californiana,,flapjack,,,,,,,,,
,,68000,,400,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,,,,,,,CRAB UNID,,,CRAB UNID,,,,
,,60270,,42,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,Lithodidae,Lopholithodes,foraminatus,,,,brown box crab,,,brown box crab,,,,
,,69550,169552,,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,Galatheidae,,,,,,galatheid crab,,,galatheid crab,,,,
,,68020,,828,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,Cancridae,Metacarcinus,magister,,,,Dungeness crab,,Cancer magister,Dungeness crab,,,,
,,,,257,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,Cancridae,Cancer,,,,,,,,Cancer spp.,,,,
,,68550,,,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,Oregoniidae,Chionoecetes,tanneri,,,,grooved Tanner crab,,,grooved Tanner crab,,,,
,,69300,,,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,Lithodidae,Lithodes,cousei,,,,,,,Lithodes cousei,,,,
,,68520,,414,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,Majidae,Chorillia,longipes,,,,,,,Chorillia longipes,,,,
,,69010,,,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,Paguridae,,,,,,Hermit Crab UNID,,,Hermit Crab UNID,,,,
,,69321,,,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,,Paralithodes,,,,,,,,Paralithodes spp.,,,,
,,,,,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,,Paralithodes,californiensis,,CA king crab,,,,,,,,,
,,69326,,,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,,Paralithodes,rathbuni,,Spiny king crab,,,,,Paralithodes rathbuni,,,,
,,66000,,,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,,,,,,,shrimp UNID,,,shrimp UNID,,,,
,,66040,,218,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pandalidae,Pandalus,platyceros,,,,spot prawn,,,spot prawn,,,,
,,68100,,415,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,Calappidae,Platymera,gaudichaudii,,,,armored box crab,,,,,,,
,,69331,,,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,,Paralomis,verilli,,,,,,,,,,,
,,,268015,,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,Cancridae,Cancer,anthonyi,,,,yellow rock crab,,,,,,,
,,68050,,,Animalia,Arthropoda,Crustacea,Malacostraca,,Decapoda,Cancridae,Cancer,productus,,,,red rock crab,,,,,,,
,,80000,,300,Animalia,Echinodermata,,Asteroidea,,,,,,,,,SEA STAR UNID,,,SEA STAR UNID,,,,
,,83000,,,Animalia,Echinodermata,,Ophiuroida,,,,,,,,,brittlestar UNID,,,brittlestar UNID,,,,
,,80728,,254,Animalia,Echinodermata,,Asteroidea,,Valvitida,Goniasteridae,Ceramaster,,,,,,,,Ceramaster spp.,,,,
,,81095,,58,Animalia,Echinodermata,,Asteroidea,,Spinulosida,Solasteridae,Crossaster,papposus,,,,,,,Crossaster papposus,,,,
,,80520,,96,Animalia,Echinodermata,,Asteroidea,,Spinulosida,Echinasteridae,Poraniopsis,inflata,,,,,,,Poraniopsis inflata,,,,
,,80120,,59,Animalia,Echinodermata,,Asteroidea,,Forcipulatida,Asteriidae,Rathbunaster,californicus,,,,,,,Rathbunaster californicus,,,,
,,80810,,85,Animalia,Echinodermata,,Asteroidea,,Paxillosida,Luidiidae,Luidia,folioata,,,,,,,Luidia foliolata,,,,
,,,,87,Animalia,Echinodermata,,Asteroidea,,Paxillosida,Luidiidae,Luidia,,,,,,,,,,,,
,,80710,,60,Animalia,Echinodermata,,Asteroidea,,Valvitida,Goniasteridae,Mediaster,aequalis,,,,,,,Mediaster aequalus,,,,
,,83020,,52,Animalia,Echinodermata,,Ophiuroida,,Phrynophiurida,Gorgonocephalidae,Gorgonocephalus,eucnemis,,,,basket star,,,basket star,,,,
,,80170,,,Animalia,Echinodermata,,Asteroidea,,Forcipulatida,Asteriidae,Stylasterias,forreri,,,,,,,Stylasterias spp.,,,,
,,,,114,Animalia,Echinodermata,,Asteroidea,,Forcipulatida,Asteriidae,Stylasterias,,,,,,,,,,,,
,,81370,,,Animalia,Echinodermata,,Asteroidea,,Paxillosida,Astropectinidae,Thrissacanthis,pencillatus,,,,,,,,,,,
,,80540,,62,Animalia,Echinodermata,,Asteroidea,,Spinulosida,Echinasteridae,Henricia,,,,,,,,Henricia spp.,,,,
,,81310,,106,Animalia,Echinodermata,,Asteroidea,,Spinulosida,Pterasteridae,Pteraster,,,,,,,,Pteraster spp.,,,,
,,80630,,61,Animalia,Echinodermata,,Asteroidea,,Valvitida,Goniasteridae,Hippasteria,,,,,,,,Hippasteria spp.,,,,
,,80160,,67,Animalia,Echinodermata,,Asteroidea,,Forcipulatida,Asteriidae,Pycnopodia,helianthoides,,,,,,,Pycnopodia spp.,,,,
,,81060,,82,Animalia,Echinodermata,,Asteroidea,,Spinulosida,Solasteridae,Solaster,,,,,,,,Solaster spp.,,,,
,,,,,Animalia,Echinodermata,,Asteroidea,,Spinulosida,Solasteridae,,,,,,Heterozonias/ Crossaster,,,Heterozonias/ Crossaster,,,,
,,82003,,,Animalia,Echinodermata,,Asteroidea,,Brisingida,Brisingidae,,,,,,Brisengella,,,Brisengella,,,,
,,82770,,51,Animalia,Echinodermata,,Crinoidea,,Comatulida,Antedinidae,Florometra,serratissima,,,,featherstar crinoid,,,Florometra serratissima,,,,
,,82500,,315,Animalia,Echinodermata,,Echnoidea,,,,,,,,,URCHIN UNID,,,URCHIN UNID,,,,
,,82530,,45,Animalia,Echinodermata,,Echnoidea,,Echnoida,Strongylocentrotidae,Strongylocentrotus,fragilis,,Allocentrotus fragilis,,,,,Strongylocentrotus fragilis,,,,
,,82660,,,Animalia,Echinodermata,,Echnoidea,,Spatangoida,Schizasteridae,Brisaster,,,,,,,,Brisaster spp.,,,,
,,85000,,837,Animalia,Echinodermata,,Holothuroidea,,,,,,,,,SEA CUCUMBER UNID,,,SEA CUCUMBER UNID,,,,
,,85015,,105,Animalia,Echinodermata,,Holothuroidea,,Aspidochirotida,Stichopodidae,Parastichopus,,,,,,,,Parastichopus spp.,,,,
,,85020,,48,Animalia,Echinodermata,,Holothuroidea,,Aspidochirotida,Stichopodidae,Apostichopus,californicus,,California sea cucumber,,,,,Parastichopus californicus,,,,
,,85016,,242,Animalia,Echinodermata,,Holothuroidea,,Aspidochirotida,Stichopodidae,Apostichopus,leukothele,,,,,,,Parastichopus leukothele,,,,
,,85270,,,Animalia,Echinodermata,,Holothuroidea,,Elasipodida,Laetmogonidae,Pannychia,moseleyi,,,,,,,Pannychia moselyi,,,,
,,85411,,,Animalia,Echinodermata,,Holothuroidea,,Elasipodida,Elpidiidae,Scotoplanes,,,,,,,,Scotoplanes spp.,,,,
,,85070,,,Animalia,Echinodermata,,Holothuroidea,,Aspidochirotida,Synallactidae,Pseudostichopus,mollis,,,,,,,Pseudostichopus spp.,,,,
,,85120,,,Animalia,Echinodermata,,Holothuroidea,,Molpadiida,Molpadiidae,Molpadia,intermedia,,,,purple sea potato,,,purple sea potato,,,,
,,85210,,240,Animalia,Echinodermata,,Holothuroidea,,Dendrochirotida,Psolidae,Psolus,,,,,,,,Psolus sp.,,,,
,,40500,,734,Animalia,Cnidaria,,,,Scyphozoa,,,,,,,unknown JELLY,,,unknown JELLY,,,,
,,98070,,2,Animalia,Chordata,,,,Salpida,,,,,salp UNID,,unknown SALP,,,unknown SALP,,,,
,,97116,,,Animalia,Brachiopoda,,Articulata,,Terebratulida,Laqueidae,Laqueus,californianus,,,,brachiopod,,,brachiopod,,,,
,,97000,,,Animalia,Brachiopoda,,Articulata,,Terebratulida,Laqueidae,,,,,,,,,,,,,
,,71500,,835,Animalia,Mollusca,,Gastropoda,,,,,,,,,SNAIL UNID,,,SNAIL UNID,,,,
,,71800,,,Animalia,Mollusca,,Gastropoda,Prosobranchia,Neoga
stropoda,Buccinidae,Neptunea,,,,,,,,Neptunea spp.,,,,
,,71291,,526,Animalia,Mollusca,,Gastropoda,Opisthobranchia,Notapsidea,Pleurobranchidae,Pleurobranchaea,californica,,CA sea slug,,Pleurobranchia ,,,,,,,
,,70130,,,Animalia,Mollusca,,Gastropoda,Opisthobranchia,Nudibranchia,Tritoniidae,Tritonia,diomedea,,rosy tritonia,,,,,,,,,
,,72520,,,Animalia,Mollusca,,Gastropoda,Prosobranchia,Archaeogastrropoda,Trochidae,Bathybembix,bairdii,,,,,,,,,,,
,,72500,,233,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,Ranellidae,Fusitriton,oregonensis,,,,,,,,,,,
,,,,,Animalia,Mollusca,,Bivalvia,,,,Acesta,sphoni,,Sphon's giant file clam,,,,,,,,,
,,85140,,,Animalia,,,,,,,Dromalia,alexandri,,pineapple benthic siphonophore,,,,,,,,,
,,98071,,,Animalia,Chordata,Urochordata,Thaliacea,,,,Pyrosoma,atlanticum,,pyrosome,,,,,,,,,
,,,198201,,Animalia,Chordata,Urochordata,Ascidiacea,,Pleurogena,,Halocynthia,igaboja,,spiny tunicate,,,,,,,,,
,,71010,,,Animalia,Mollusca,,,,Nudibranchia,,,,,Nudibranch UNID,,,,,,,,,
,,97000,,411,Animalia,Brachiopoda,,,,,,,,,brachiopod UNID,,,,,,,,,
,,98000,,517,Animalia,Chordata,Tunicata,Ascidiacea,,,,,,,,,,,,,,,,
,,30040,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,,,,,,,,ROCKFISH UNID,,,,
,,30630,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,,,,,,,,SEBASTOMUS UNID,,,,
,,30090,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,aurora,,,,,,,aurora RF,,,,
,,30575,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,rufus,,,,,,,bank RF,,,,
,,,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,,,,,,,,bank/blackgill,,,,
,,30330,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,melanops,,,,,,,black RF,,,,
,,30340,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,melanostomus,,,,,,,blackgill RF,,,,
,,,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,,,,,,,,Blue/ Deacon RF,,,,
,,30400,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,paucipinus,,,,,,,bocaccio,,,,
,,30080,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,auriculatus,,,,,,,brown RF,,,,
,,30410,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,pinniger,,,,,,,canary RF,,,,
,,30260,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,goodei,,,,,,,chilipepper,,,,
,,30120,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,caurinus,,,,,,,copper RF,,,,
,,30300,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,levis,,,,,,,cowcod RF,,,,
,,30170,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,crameri,,,,,,,darkblotched RF,,,,
,,,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,,,,,,,,DARK/STRIPE/SHARP,,,,
,,30480,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,rubrivinctus,,,,,,,flag RF,,,,
,,,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,,,,,,,,FLAG/REDBANDED,,,,
,,30611,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,rosenblatti,,,,,,,greenblotched RF,,,,
,,30130,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,chlorostictus,,,,,,,greenspotted RF,,,,
,,30200,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,elongatus,,,,,,,greenstriped RF,,,,
,,30500,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,semicintus,,,,,,,halfbanded RF,,,,
,,30045,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,umbrosus,,,,,,,honeycomb RF,,,,
,,,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,,,,,,,,juvenile RF UNID,,,,
,,30030,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastolobus,altivelis,,,,,,,longspine thornyhead,,,,
,,30510,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,serranoides,,,,,,,olive RF,,,,
,,30060,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,alutus,,,,,,,Pacific ocean perch,,,,
,,30230,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,eos,,,,,,,pink RF,,,,
,,,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,simulator,,,,,,,pinkrose RF,,,,
,,30550,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,wilsoni,,,,,,,pygmy RF,,,,
,,,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,,,,,,,,pygmy/Puget Sound,,,,
,,30320,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,maliger,,,,,,,quillback RF,,,,
,,30475,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,babcocki,,,,,,,redbanded RF,,,,
,,30430,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,proriger,,,,,,,redstripe RF,,,,
,,30270,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,helvomaculatus,,,,,,,rosethorn RF,,,,
,,30460,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,rosaceus,,,,,,,rosy RF,,,,
,,30100,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,brevispinis,,,,,,,silvergray RF,,,,
,,30560,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,zacentrus,,,,,,,sharpchin RF,,,,
,,30290,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,jordani,,,,,,,shortbelly RF,,,,
,,30020,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastolobus,alascanus,,,,,,,shortspine thornyhead,,,,
,,30390,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,ovalis,,,,,,,speckled RF,,,,
,,30190,,,Animalia,,,,,Scorpaeniformes,Scorpaenidae,Sebastes,diploproa,,,,,,,splitnose RF,,,,
